no;gender;party;educ;health_ins7;jobs_guar7;gov_services7;FS_poor3;FS_childcare3;FS_crime3;FS_publicschools3;FS_welfare3;FS_envir3;FS_socsec3
1299;1;independent;1;2;3;5;2;2;1;1;3;1;1
1300;1;Democrat;2;2;2;6;1;2;1;1;3;1;1
1301;2;Democrat;2;NA;NA;NA;2;2;2;2;2;2;2
1302;1;independent;1;4;4;7;1;1;1;1;2;2;1
1303;2;Democrat;1;NA;NA;NA;2;1;2;2;2;2;1
1304;1;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
1305;2;Democrat;1;NA;NA;NA;1;2;1;1;3;1;1
1306;2;independent;1;NA;NA;NA;2;1;1;2;1;1;1
1307;1;independent;1;6;3;5;1;1;1;1;1;1;1
1308;1;Democrat;1;1;1;7;1;1;3;1;1;2;1
1309;2;independent;2;2;6;4;2;3;1;1;1;1;1
1310;2;Republican;1;3;3;4;1;1;1;1;1;1;1
1311;2;Democrat;1;NA;NA;NA;1;2;1;2;2;1;1
1312;1;Democrat;1;1;1;6;1;1;2;1;1;1;1
1313;2;Democrat;2;NA;NA;NA;1;2;1;1;3;1;1
1314;2;Democrat;2;6;1;4;1;1;2;1;3;2;1
1315;1;independent;1;5;4;4;1;2;2;1;3;2;3
1316;1;Republican;2;NA;NA;NA;1;1;2;1;2;1;1
1317;1;independent;2;NA;NA;NA;2;2;2;2;3;2;1
1318;1;independent;1;5;7;5;2;1;1;1;2;1;1
1319;1;Democrat;1;NA;NA;NA;1;NA;1;1;3;1;1
1320;2;Republican;1;NA;NA;NA;1;1;1;1;1;2;1
1321;1;Democrat;1;NA;NA;NA;NA;2;2;NA;2;2;NA
1322;1;independent;1;NA;NA;NA;1;1;1;1;2;1;1
1323;2;Democrat;1;5;5;4;1;1;1;1;2;1;1
1324;2;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
1325;1;independent;2;1;4;4;1;2;2;1;3;1;1
1326;2;independent;2;NA;NA;NA;1;1;2;1;1;1;1
1327;1;independent;2;NA;NA;NA;1;1;1;1;1;1;1
1328;2;Republican;2;NA;NA;NA;2;2;1;1;3;3;1
1329;1;independent;2;6;4;1;2;3;3;3;3;3;NA
1330;1;independent;1;NA;NA;NA;1;1;2;1;2;2;1
1331;2;Democrat;1;NA;NA;NA;2;1;1;1;2;1;2
1332;2;Democrat;1;NA;NA;NA;1;1;1;1;3;1;1
1333;1;Democrat;2;1;4;4;1;1;1;1;1;2;1
1334;1;Democrat;2;NA;NA;NA;1;1;1;1;1;1;1
1335;2;independent;1;1;2;5;1;2;1;1;1;1;1
1336;2;independent;1;NA;NA;NA;1;1;1;1;1;1;1
1337;1;Democrat;2;NA;NA;NA;1;1;1;1;1;1;1
1338;1;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
1339;2;independent;2;2;7;5;2;1;2;1;1;1;2
1340;1;Democrat;1;1;1;4;1;1;2;1;1;1;1
1341;2;Democrat;1;NA;NA;NA;1;1;3;1;1;1;1
1342;1;Democrat;2;NA;NA;NA;1;NA;2;1;2;2;1
1343;2;independent;1;1;4;7;1;2;1;1;2;2;2
1344;1;Democrat;1;1;4;7;1;1;1;1;1;1;1
1345;2;Republican;2;5;6;4;1;2;1;1;2;1;1
1346;2;independent;1;1;2;5;1;1;1;2;2;1;1
1347;1;Republican;2;7;7;3;3;2;2;2;3;2;2
1348;1;independent;2;3;2;NA;1;1;1;1;1;1;1
1349;2;independent;2;1;5;5;3;2;2;1;NA;1;NA
1350;2;independent;2;NA;NA;NA;1;1;2;2;2;1;1
1351;1;Republican;2;NA;NA;NA;2;2;2;1;2;1;1
1352;2;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
1353;1;independent;1;3;3;2;1;1;2;3;2;1;1
1354;1;independent;1;NA;NA;NA;2;2;2;1;2;2;1
1355;1;Democrat;2;4;5;4;2;2;2;2;2;1;1
1356;2;independent;1;2;3;6;1;1;2;3;2;1;2
1357;1;Republican;2;7;4;4;1;1;1;1;1;2;1
1358;2;independent;2;NA;NA;NA;1;2;2;1;2;1;2
1359;2;Republican;2;2;4;3;2;1;2;1;2;1;3
1360;2;independent;2;NA;NA;NA;2;1;2;1;2;1;2
1361;2;Republican;2;NA;NA;NA;1;2;2;3;1;1;1
1362;1;independent;1;NA;NA;NA;2;2;1;1;3;1;1
1363;2;Republican;2;6;7;1;2;2;2;3;3;3;1
1364;2;Democrat;2;NA;NA;NA;1;1;1;1;2;1;1
1365;1;independent;2;NA;NA;NA;1;1;2;1;2;2;2
1366;2;Republican;1;NA;NA;NA;2;2;3;1;3;2;1
1367;2;Republican;2;5;6;2;2;NA;2;2;2;3;NA
1368;1;Republican;2;NA;NA;NA;3;3;2;2;3;3;2
1369;2;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
1370;2;Republican;1;7;NA;NA;2;1;1;1;2;1;1
1371;2;independent;1;NA;NA;NA;2;2;1;1;3;2;1
1372;2;independent;1;NA;NA;NA;2;2;1;2;2;2;2
1373;1;independent;1;4;5;7;2;1;1;1;2;1;1
1374;1;Republican;2;6;6;1;3;3;3;3;3;3;2
1375;1;Republican;2;NA;NA;NA;2;3;1;1;2;3;2
1376;1;Democrat;2;NA;NA;NA;2;1;2;1;3;3;1
1377;1;Democrat;1;1;1;NA;1;1;1;1;2;1;1
1378;2;independent;2;4;4;6;1;1;2;1;1;2;3
1379;2;Democrat;2;NA;NA;NA;1;2;1;2;3;1;1
1380;1;Democrat;2;NA;NA;NA;1;2;1;1;2;1;1
1381;2;independent;2;NA;NA;NA;1;1;3;1;1;1;1
1382;1;Democrat;2;NA;NA;NA;1;1;2;1;1;1;1
1383;1;independent;2;NA;NA;NA;1;1;1;1;1;1;1
1384;2;Democrat;2;NA;NA;NA;1;1;1;1;1;1;1
1385;1;independent;1;2;3;5;1;NA;1;2;NA;1;2
1386;2;independent;1;NA;4;6;1;1;1;1;NA;1;1
1387;2;Democrat;1;NA;NA;NA;1;2;1;1;2;1;1
1388;1;independent;1;1;4;NA;1;1;1;1;2;2;1
1389;2;independent;2;NA;4;NA;3;2;3;2;3;2;3
1390;2;independent;2;3;4;7;1;1;2;1;1;1;1
1391;1;independent;1;NA;NA;NA;2;2;2;1;2;1;2
1392;1;independent;1;4;4;4;1;1;2;1;3;1;1
1393;1;Democrat;2;4;4;4;1;1;2;1;2;1;1
1394;2;Democrat;2;NA;NA;NA;1;1;3;1;2;2;1
1395;1;independent;1;4;6;4;1;1;1;1;2;1;1
1396;1;Democrat;2;NA;NA;NA;1;1;2;1;2;2;1
1397;1;Democrat;2;1;5;6;1;1;1;2;2;1;1
1398;2;Republican;2;6;5;3;2;1;2;1;3;2;2
1399;1;Republican;2;NA;NA;NA;2;2;2;1;2;1;1
1400;2;independent;2;3;5;3;1;1;1;1;2;1;1
1401;1;independent;1;1;4;6;2;1;1;1;2;1;2
1402;1;independent;1;NA;NA;NA;2;1;1;2;3;1;1
1403;2;independent;1;NA;NA;NA;2;2;2;1;2;1;2
1404;2;Democrat;2;5;5;5;1;1;1;1;1;1;2
1405;2;independent;1;3;2;5;1;1;2;1;1;1;1
1406;2;Republican;2;NA;NA;NA;2;1;1;1;3;2;1
1407;2;independent;1;NA;NA;NA;1;1;1;1;1;1;1
1408;2;Democrat;1;2;4;NA;1;2;1;2;2;2;1
1409;2;Republican;1;NA;NA;NA;2;1;1;2;3;2;2
1410;2;independent;2;2;5;4;2;2;2;2;3;2;1
1411;2;Democrat;2;NA;NA;NA;1;1;2;1;1;1;1
1412;2;independent;2;NA;NA;NA;1;1;1;1;1;1;1
1413;2;Republican;2;NA;NA;NA;2;1;2;1;2;3;1
1414;1;independent;1;NA;NA;NA;1;2;1;1;2;1;1
1415;1;Democrat;2;4;5;5;1;1;1;1;2;1;2
1416;2;Democrat;2;NA;NA;NA;1;1;2;1;2;1;2
1417;1;independent;2;2;6;6;NA;1;2;1;3;1;2
1418;1;Democrat;2;2;3;4;1;2;2;1;2;2;1
1419;1;Democrat;1;NA;NA;NA;1;1;1;1;3;1;1
1420;1;Republican;2;4;4;7;2;1;2;1;3;1;2
1421;1;Republican;2;6;7;1;3;3;1;3;3;3;3
1422;1;Democrat;2;1;2;7;1;1;1;1;1;1;1
1423;1;independent;2;NA;NA;NA;2;2;2;1;2;2;2
1424;2;Democrat;2;1;1;6;1;1;1;1;2;1;2
1425;2;Republican;1;NA;NA;NA;1;3;1;1;3;1;1
1426;1;Republican;2;3;2;4;2;2;1;1;2;2;1
1427;2;Republican;1;NA;NA;NA;1;2;1;2;3;1;1
1428;2;independent;1;2;4;4;1;1;2;2;3;1;2
1429;1;independent;1;6;6;5;1;1;1;1;3;2;1
1430;1;independent;1;5;5;NA;1;1;2;1;3;2;2
1431;2;independent;1;4;4;4;2;2;2;2;2;2;2
1432;2;independent;2;NA;NA;NA;1;1;1;1;3;1;1
1433;2;independent;2;NA;NA;NA;1;1;1;1;1;1;1
1434;2;Republican;1;5;NA;NA;1;2;1;1;2;2;1
1435;1;Republican;1;5;7;NA;1;1;1;2;1;2;1
1436;2;independent;1;NA;NA;NA;NA;2;1;1;3;1;1
1437;2;independent;1;2;NA;5;2;1;1;1;3;1;2
1438;2;Republican;1;6;NA;3;2;2;1;2;3;2;1
1439;1;independent;2;1;NA;7;2;1;1;1;1;3;1
1440;2;independent;1;NA;NA;NA;1;1;1;1;2;2;1
1441;2;independent;2;4;6;4;2;2;1;1;3;2;2
1442;1;Republican;2;NA;NA;NA;3;2;2;2;3;3;2
1443;1;independent;1;3;4;6;1;1;1;1;3;1;1
1444;2;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
1445;2;Democrat;1;2;2;6;1;1;1;1;1;1;1
1446;2;Democrat;1;1;1;5;1;1;1;1;1;1;1
1447;2;Republican;2;NA;NA;NA;1;1;1;1;1;1;1
1448;1;independent;1;NA;NA;NA;1;1;1;1;1;1;1
1449;1;Democrat;2;7;NA;NA;2;1;2;1;2;1;2
1450;2;independent;1;4;3;6;2;1;1;1;3;2;1
1451;2;Republican;1;4;7;6;1;2;1;1;2;1;1
1452;2;independent;2;NA;NA;NA;NA;NA;2;1;2;3;1
1453;1;Democrat;1;7;NA;NA;3;3;1;3;2;2;2
1454;1;independent;2;4;2;4;1;1;1;1;1;1;1
1455;2;Democrat;1;NA;NA;NA;1;1;1;1;2;2;1
1456;2;independent;2;NA;NA;NA;2;3;2;2;3;1;2
1457;1;independent;2;3;2;5;1;1;NA;1;1;1;NA
1458;1;Democrat;1;NA;5;NA;1;1;1;1;1;1;1
1459;2;Democrat;1;NA;NA;NA;NA;1;3;1;1;NA;1
1460;1;independent;2;NA;NA;NA;1;1;1;1;2;1;1
1461;2;Democrat;2;NA;NA;NA;1;1;1;1;2;2;1
1462;2;Democrat;2;1;1;6;1;1;1;1;2;2;1
1463;2;Democrat;2;NA;NA;NA;1;2;2;1;1;1;1
1464;2;Democrat;1;NA;NA;NA;2;2;2;2;2;2;2
1465;1;Democrat;2;2;2;5;1;1;2;1;2;1;1
1466;2;independent;2;NA;1;7;1;1;1;1;1;2;1
1467;1;independent;2;1;1;7;1;1;1;1;NA;1;1
1468;2;Democrat;2;4;4;4;2;1;1;1;2;1;1
1469;1;Democrat;2;NA;NA;NA;1;1;1;2;2;1;1
1470;1;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
1471;1;Democrat;2;NA;NA;NA;1;1;1;1;1;2;1
1472;2;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
1473;2;Democrat;2;NA;NA;NA;1;1;1;1;1;1;1
1474;2;independent;2;2;5;4;2;1;1;1;3;1;2
1475;1;Democrat;2;NA;NA;NA;1;1;1;1;2;2;1
1476;1;independent;2;NA;NA;NA;1;1;2;1;1;1;2
1477;2;independent;2;NA;NA;NA;2;2;1;2;3;1;2
1478;1;independent;2;4;3;6;1;1;2;1;1;1;1
1479;2;Democrat;2;NA;NA;NA;1;2;2;2;1;1;1
1480;1;Democrat;2;NA;NA;NA;1;1;2;1;2;1;1
1481;2;Democrat;1;4;5;4;1;1;1;1;2;2;1
1482;1;Democrat;2;2;2;6;1;1;1;1;2;1;1
1483;2;Democrat;2;NA;4;6;1;1;1;1;1;2;1
1484;1;Democrat;2;5;1;6;1;1;2;1;2;1;1
1485;2;Republican;2;NA;4;5;2;1;2;1;2;1;1
1486;1;independent;2;NA;NA;NA;1;1;1;1;1;1;1
1487;2;Republican;2;NA;NA;NA;2;1;1;1;2;2;1
1488;2;independent;2;6;6;1;2;2;2;3;2;2;2
1489;2;Democrat;1;1;2;7;1;2;1;1;2;1;1
1490;2;Democrat;1;NA;NA;NA;2;3;1;1;2;1;1
1491;2;Democrat;1;NA;NA;NA;1;2;1;1;1;2;1
1492;2;independent;2;NA;NA;NA;1;1;NA;1;NA;NA;1
1493;2;Republican;1;NA;NA;NA;2;2;1;1;3;1;1
1494;2;Democrat;2;2;3;5;1;1;1;2;3;1;1
1495;2;Democrat;1;NA;NA;NA;2;2;1;1;3;1;NA
1496;1;independent;1;7;5;4;2;1;2;1;3;2;1
1497;2;Democrat;1;1;NA;NA;1;1;1;1;2;1;1
1498;1;independent;1;5;5;2;2;2;1;2;3;3;2
1499;2;Democrat;2;4;4;NA;1;2;1;1;2;1;2
1500;2;Republican;2;NA;NA;NA;1;1;1;1;1;1;1
1501;2;Democrat;1;1;NA;NA;1;2;1;3;1;1;1
1502;2;Democrat;1;4;NA;4;2;1;1;3;2;2;1
1503;1;Democrat;1;NA;NA;NA;2;2;2;3;3;2;3
1504;2;Democrat;1;NA;NA;NA;1;2;1;2;2;1;1
1505;2;Democrat;1;1;1;7;1;1;1;2;2;1;1
1506;2;Democrat;1;4;4;4;1;1;1;1;2;1;1
1507;1;Democrat;1;NA;NA;NA;2;2;2;2;2;2;2
1508;2;Republican;2;6;4;5;2;2;1;1;3;2;1
1509;1;Republican;2;NA;NA;NA;2;2;1;2;2;1;2
1510;2;Democrat;1;2;4;NA;1;1;1;1;3;1;1
1511;2;Democrat;1;NA;NA;NA;2;1;2;1;3;2;2
1512;1;independent;2;NA;NA;NA;1;1;2;1;3;1;3
1513;2;independent;1;1;6;5;1;1;1;1;2;2;2
1514;1;Democrat;1;NA;NA;NA;1;1;1;1;2;1;1
1515;2;independent;1;NA;NA;NA;1;1;1;1;1;1;1
1516;2;Republican;1;NA;NA;NA;1;1;1;1;2;1;1
1517;2;Democrat;1;7;5;3;2;2;2;1;3;3;1
1518;2;Democrat;2;NA;NA;NA;1;2;2;1;3;1;NA
1519;1;independent;1;3;3;6;1;1;1;1;1;1;1
1520;2;independent;2;NA;NA;NA;2;1;1;2;2;1;2
1521;2;Democrat;2;NA;NA;NA;1;1;1;1;2;2;1
1522;1;Republican;1;NA;6;2;1;3;1;1;3;1;1
1523;1;independent;1;5;5;NA;1;1;3;1;1;1;1
1524;2;independent;1;4;4;NA;2;2;2;3;2;1;2
1525;2;Democrat;2;NA;NA;NA;2;2;3;2;2;2;1
1526;2;Republican;1;1;NA;3;1;1;1;1;2;2;1
1527;1;Republican;1;NA;NA;NA;2;2;1;2;2;2;2
1528;1;Democrat;1;3;4;3;1;1;1;1;1;1;1
1529;2;Republican;2;NA;NA;NA;2;2;1;1;2;1;1
1530;2;independent;1;NA;NA;NA;1;1;2;2;1;1;1
1531;1;independent;1;NA;NA;NA;2;1;1;1;2;1;1
1532;2;Republican;1;NA;4;NA;1;1;1;1;1;2;2
1533;1;Republican;2;2;6;5;1;1;1;3;3;2;1
1534;1;Republican;2;NA;NA;NA;3;1;1;1;3;1;1
1535;1;Republican;1;7;6;3;2;2;1;2;2;2;1
1536;1;Republican;1;4;4;4;2;2;2;1;2;1;2
1537;1;Republican;1;6;7;1;2;2;1;2;2;2;2
1538;1;independent;2;NA;NA;NA;2;3;2;2;1;3;1
1539;2;Democrat;1;2;4;NA;2;2;1;1;2;1;2
1540;2;Republican;1;5;6;4;2;2;2;2;2;1;2
1541;2;Democrat;2;4;4;4;2;2;1;1;2;2;2
1542;2;Democrat;1;1;2;7;1;1;1;1;2;2;1
1543;2;Democrat;1;NA;NA;NA;1;2;1;1;2;1;1
1544;1;Democrat;1;1;4;3;2;1;2;1;2;2;1
1545;2;Democrat;2;NA;NA;NA;1;1;1;1;2;2;1
1546;2;Democrat;1;2;6;5;1;2;1;1;2;2;2
1547;2;independent;2;NA;NA;NA;1;1;NA;1;3;1;1
1548;2;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
1549;2;Democrat;1;7;7;3;1;2;1;1;3;1;3
1550;2;independent;2;7;2;NA;1;1;1;1;1;1;1
1551;2;Democrat;2;1;5;4;1;1;1;1;1;1;1
1552;2;Democrat;2;5;5;4;2;NA;1;2;2;1;1
1553;1;Democrat;2;3;5;6;1;1;2;1;3;2;1
1554;1;Democrat;2;NA;NA;NA;1;1;1;1;3;1;1
1555;1;independent;1;1;2;1;1;1;3;1;2;1;1
1556;1;independent;1;3;1;7;1;1;1;1;1;1;1
1557;2;Republican;1;NA;NA;NA;2;1;1;2;2;2;2
1558;1;independent;1;3;5;2;2;2;1;1;3;2;1
1559;1;independent;1;5;6;4;1;2;1;2;2;2;2
1560;1;independent;2;NA;NA;NA;2;1;1;1;2;1;2
1561;1;Democrat;1;6;NA;NA;2;NA;1;2;2;2;1
1562;1;independent;2;NA;NA;3;2;2;1;2;2;1;2
1563;1;Republican;1;NA;NA;NA;1;1;1;1;1;1;1
1564;1;Republican;2;7;6;3;3;3;2;2;3;2;1
1565;2;independent;1;1;7;6;1;2;2;2;2;2;1
1566;1;independent;2;NA;NA;NA;2;1;1;1;2;1;1
1567;2;Democrat;2;1;4;5;1;2;2;1;1;2;1
1568;2;Democrat;2;NA;NA;NA;2;1;1;2;2;1;1
1569;1;Republican;2;NA;NA;NA;2;2;1;1;2;1;2
1570;1;Democrat;1;4;6;4;1;1;1;1;1;1;1
1571;2;Republican;1;2;1;7;1;1;1;1;1;1;1
1572;2;independent;1;1;5;NA;1;1;1;1;1;1;1
1573;1;Democrat;2;3;NA;4;1;2;2;2;2;2;2
1574;2;Republican;1;NA;NA;NA;2;2;2;1;2;2;2
1575;1;Democrat;1;5;5;5;1;1;2;1;1;1;1
1576;2;Republican;1;NA;NA;5;2;2;1;1;2;1;2
1577;1;Democrat;1;NA;NA;NA;1;1;1;1;3;3;1
1578;1;Democrat;1;1;1;7;1;1;3;1;1;1;1
1579;2;Democrat;1;7;1;NA;1;1;1;1;1;2;1
1580;2;Democrat;1;NA;NA;NA;1;2;1;1;1;2;2
1581;2;Democrat;2;1;1;6;1;1;1;1;1;1;1
1582;1;Democrat;1;1;1;7;1;1;1;1;1;1;1
1583;2;Democrat;1;4;1;NA;1;1;1;1;3;1;1
1584;1;Democrat;1;2;3;3;1;1;1;1;3;2;1
1585;1;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
1586;2;Democrat;2;NA;NA;NA;1;1;1;1;1;1;1
1587;2;Democrat;1;5;NA;4;NA;2;1;1;3;1;2
1588;1;Democrat;1;6;2;7;2;1;2;2;1;2;2
1589;1;independent;2;1;5;5;1;1;1;1;2;1;2
1590;2;Democrat;1;NA;NA;NA;2;1;1;1;2;2;1
1591;2;Democrat;1;NA;NA;NA;1;2;1;1;2;2;1
1592;1;Democrat;1;6;7;NA;1;1;1;1;1;2;1
1593;1;independent;2;NA;NA;NA;1;1;3;1;1;1;1
1594;2;independent;1;NA;NA;NA;1;2;1;1;1;1;2
1595;2;Democrat;2;NA;NA;NA;1;2;1;1;2;2;1
1596;1;independent;2;NA;NA;NA;2;1;1;1;3;2;1
1597;2;Democrat;2;1;1;NA;1;1;1;1;1;2;1
1598;2;Democrat;1;NA;NA;NA;1;1;2;1;1;1;2
1599;2;Democrat;1;7;1;7;2;2;1;2;2;2;1
1600;2;Democrat;2;NA;NA;NA;1;2;2;1;1;2;1
1601;1;independent;1;NA;NA;NA;3;1;1;1;3;1;1
1602;2;independent;1;NA;NA;NA;1;1;1;1;2;1;2
1603;2;Democrat;1;1;2;4;1;1;1;1;2;1;1
1604;2;Republican;1;4;5;NA;1;1;1;1;3;1;2
1605;2;independent;1;NA;NA;NA;1;1;1;1;3;1;1
1606;2;Republican;2;6;6;5;1;1;1;1;1;1;1
1607;1;Republican;2;NA;NA;NA;2;NA;1;1;2;1;1
1608;2;independent;2;NA;NA;NA;1;2;2;1;3;1;3
1609;1;Republican;2;7;7;1;3;3;2;3;3;3;2
1610;1;independent;2;NA;NA;NA;3;2;2;1;3;2;3
1611;1;Democrat;1;NA;NA;NA;1;1;1;1;3;2;1
1612;2;Democrat;1;1;4;7;2;2;2;1;2;2;1
1613;2;Democrat;1;NA;NA;4;1;NA;1;1;1;1;1
1614;2;independent;1;4;3;6;2;NA;2;1;3;1;3
1615;1;Democrat;2;NA;NA;NA;1;1;1;1;1;1;1
1616;2;Democrat;2;NA;NA;NA;1;2;2;1;1;1;1
1617;1;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
1618;1;Republican;1;NA;NA;NA;2;NA;1;1;2;3;NA
1619;2;Democrat;2;NA;NA;NA;1;2;2;1;2;2;2
1620;1;Democrat;2;NA;NA;NA;1;1;1;1;1;1;1
1621;2;Democrat;2;NA;NA;NA;1;NA;1;1;1;1;1
1622;2;independent;2;4;6;5;2;2;2;2;2;2;2
1623;2;Democrat;2;NA;NA;NA;1;1;2;1;2;1;2
1624;1;Republican;2;6;6;2;1;1;1;1;2;1;2
1625;2;Republican;2;6;5;2;2;2;1;2;3;2;2
1626;1;independent;2;4;5;4;1;2;1;1;3;1;2
1627;1;independent;1;NA;NA;NA;NA;NA;NA;NA;NA;3;NA
1628;2;Democrat;2;NA;NA;NA;1;2;1;2;2;1;1
1629;2;independent;2;2;3;6;1;2;1;1;1;2;1
1630;2;Democrat;2;NA;NA;NA;1;2;2;2;2;1;1
1631;2;independent;1;NA;NA;NA;1;2;1;2;2;2;1
1632;1;independent;2;NA;NA;NA;1;2;2;3;3;1;2
1633;1;Democrat;2;NA;NA;NA;2;2;2;2;2;1;NA
1634;2;Democrat;2;5;NA;NA;NA;NA;1;NA;NA;2;1
1635;1;Democrat;2;1;4;5;1;1;1;1;NA;1;1
1636;1;Republican;2;7;6;1;2;3;1;3;3;3;NA
1637;2;Democrat;2;NA;NA;NA;1;1;1;1;1;1;1
1638;1;Democrat;1;1;1;5;1;1;1;1;3;1;1
1639;2;Democrat;2;1;1;7;1;1;1;1;1;1;1
1640;2;Democrat;2;4;5;5;1;1;2;1;2;1;1
1641;1;independent;1;NA;NA;NA;1;1;1;2;1;1;1
1642;2;independent;1;4;5;4;3;2;2;2;3;2;2
1643;2;independent;1;1;2;7;1;2;1;2;2;2;2
1644;1;Democrat;2;1;5;5;2;1;1;1;3;1;2
1645;2;independent;2;NA;NA;NA;1;1;2;1;2;1;1
1646;2;Democrat;1;4;5;NA;2;2;2;2;2;2;2
1647;1;independent;1;1;4;NA;1;1;1;1;1;1;1
1648;2;Democrat;1;NA;NA;NA;3;2;1;2;2;1;2
1649;2;independent;1;NA;NA;NA;1;1;1;1;2;2;1
1650;2;Democrat;1;NA;NA;NA;1;1;1;1;2;1;1
1651;1;independent;2;NA;NA;NA;1;1;2;1;2;1;1
1652;2;independent;2;3;4;5;1;1;2;1;2;1;2
1653;2;Republican;1;7;5;4;1;2;2;2;1;2;2
1654;2;Democrat;1;7;5;7;2;2;2;2;2;1;1
1655;2;Republican;1;5;5;5;1;2;1;2;3;1;2
1656;2;independent;1;2;NA;5;1;1;1;1;1;1;1
1657;1;independent;2;4;5;NA;1;2;2;2;2;2;1
1658;2;Republican;2;NA;NA;NA;3;2;2;2;3;3;1
1659;1;Democrat;2;NA;NA;NA;2;2;2;1;2;1;1
1660;2;independent;1;4;5;3;1;1;1;1;2;2;2
1661;1;Democrat;2;3;3;6;1;1;1;1;1;1;1
1662;1;independent;2;NA;NA;NA;2;2;2;2;3;1;1
1663;1;Republican;2;6;6;5;1;2;2;1;3;1;1
1664;2;Democrat;2;1;1;7;1;1;1;1;2;2;2
1665;1;Democrat;1;NA;NA;NA;2;2;1;1;2;1;1
1666;2;Democrat;2;NA;NA;NA;2;3;1;1;1;1;1
1667;1;Democrat;1;NA;NA;NA;1;1;1;1;2;1;1
1668;2;Democrat;2;5;NA;3;1;1;1;1;2;1;1
1669;2;Democrat;2;3;2;5;1;1;1;1;1;1;1
1670;2;Democrat;2;1;1;5;1;1;1;1;1;2;1
1671;1;Democrat;1;1;4;6;1;1;1;1;1;1;3
1672;1;Republican;2;NA;NA;NA;2;2;3;3;3;2;NA
1673;1;independent;2;1;2;6;1;1;2;1;1;1;1
1674;2;Democrat;2;4;5;3;2;1;1;1;3;2;1
1675;1;independent;1;NA;NA;NA;1;1;1;1;3;1;1
1676;2;independent;1;1;NA;7;1;1;1;1;1;1;1
1677;1;independent;2;4;6;5;1;1;1;1;2;1;1
1678;1;independent;2;4;3;5;1;1;1;1;2;1;1
1679;1;independent;1;NA;NA;NA;2;3;2;1;3;2;1
1680;2;independent;2;1;1;6;1;1;1;1;3;1;1
1681;2;independent;1;NA;NA;NA;1;1;1;1;3;1;2
1682;2;independent;1;5;3;4;1;3;1;1;3;1;1
1683;1;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
1684;2;independent;1;1;7;2;2;3;1;1;3;1;NA
1685;2;Democrat;2;NA;NA;NA;1;1;1;1;1;1;1
1686;2;independent;2;NA;NA;NA;2;2;2;1;2;1;1
1687;1;independent;1;2;1;NA;1;2;1;2;1;1;2
1688;2;independent;1;3;2;3;1;2;1;1;2;1;1
1689;2;Democrat;2;2;2;6;1;1;2;1;1;1;1
1690;2;Republican;1;NA;NA;NA;1;2;1;1;3;1;2
1691;1;Democrat;2;2;4;6;2;1;1;1;1;1;1
1692;2;Democrat;2;NA;NA;NA;1;1;1;1;2;1;1
1693;2;Democrat;2;2;1;5;1;1;1;1;2;1;1
1694;1;independent;1;NA;NA;NA;1;1;1;1;1;1;1
1695;2;independent;1;4;1;4;1;1;1;1;1;1;1
1696;1;independent;2;4;5;5;1;2;1;1;2;1;2
1697;1;Democrat;1;2;6;7;1;1;1;1;1;1;1
1698;2;Republican;2;NA;NA;NA;2;3;1;1;2;1;2
1699;2;Republican;2;3;5;3;3;1;1;1;3;2;1
1700;2;independent;1;NA;NA;NA;1;1;3;1;2;1;1
1701;2;Democrat;2;NA;NA;NA;1;2;2;1;2;2;1
1702;1;independent;1;NA;NA;NA;1;1;1;1;1;1;1
1703;2;Democrat;2;4;4;NA;2;1;1;1;2;1;1
1704;2;independent;1;NA;NA;NA;1;1;1;1;2;1;1
1705;2;Democrat;2;1;1;1;1;3;1;1;3;1;1
1706;2;Democrat;1;NA;NA;NA;1;1;3;1;2;2;1
1707;2;independent;1;NA;NA;NA;1;1;1;2;2;2;1
1708;1;Democrat;1;NA;NA;NA;2;1;2;2;1;1;1
1709;1;independent;1;4;5;5;2;2;1;1;2;1;1
1710;1;independent;1;5;7;7;2;1;1;2;2;1;1
1711;2;Republican;2;NA;NA;NA;1;1;1;1;2;1;1
1712;2;Republican;1;NA;NA;NA;3;2;1;1;3;2;2
1713;2;Republican;2;NA;NA;NA;2;2;2;2;2;2;2
1714;2;Republican;2;NA;NA;NA;3;2;2;1;3;2;2
1715;2;Democrat;2;3;5;5;1;1;1;1;1;2;1
1716;2;independent;1;4;4;NA;1;2;1;1;2;2;1
1717;1;Democrat;1;1;5;5;1;1;1;1;3;1;1
1718;2;Democrat;1;5;3;4;1;1;1;1;1;1;1
1719;2;Democrat;1;NA;1;7;NA;1;1;3;NA;1;NA
1720;2;independent;1;NA;NA;NA;1;1;1;1;1;1;1
1721;2;Democrat;1;1;4;6;1;1;1;1;2;1;2
1722;2;independent;1;NA;4;NA;1;1;NA;1;1;NA;1
